song_id,dataset,title,artist,genre,arousal_mean,arousal_std,valence_mean,valence_std,emotion_4Q,emotion_2Q
ML877,MoodyLyrics,Pressure Drop,Toots & The Maytals,,,,,,angry,negative
ML878,MoodyLyrics,Lindisfarne I,James Blake,,,,,,sad,negative
ML879,MoodyLyrics,Wet Wings,Dan Deacon,,,,,,sad,negative
ML880,MoodyLyrics,Save Your Love For Me,Jane Monheit,,,,,,happy,positive
ML881,MoodyLyrics,Warrant,Foster The People,,,,,,angry,negative
ML882,MoodyLyrics,I'm Leaving You Because I Don't Love You,Jens Lekman,,,,,,happy,positive
ML883,MoodyLyrics,Sycamore,Bill Callahan,,,,,,angry,negative
ML884,MoodyLyrics,Civilian,Wye Oak,,,,,,relaxed,positive
ML885,MoodyLyrics,The Spy,The Doors,,,,,,angry,negative
ML886,MoodyLyrics,Cult,Slayer,,,,,,angry,negative
ML887,MoodyLyrics,Self Medicate,Dirge Within,,,,,,angry,negative
ML888,MoodyLyrics,Ex's And Oh's,Atreyu,,,,,,sad,negative
ML889,MoodyLyrics,When You Love ,Donnie McClurkin,,,,,,happy,positive
ML890,MoodyLyrics,You Bring Me Joy,Anita Baker,,,,,,happy,positive
ML891,MoodyLyrics,Good Love,Anita Baker,,,,,,happy,positive
ML892,MoodyLyrics,Love Song,Adele,,,,,,happy,positive
ML893,MoodyLyrics,Sick,Adelitas Way,,,,,,sad,negative
ML894,MoodyLyrics,War,Sick Puppies,,,,,,angry,negative
ML895,MoodyLyrics,Feed The Machine,Red,,,,,,sad,negative
ML897,MoodyLyrics,Wicked World,Cold,,,,,,angry,negative
ML899,MoodyLyrics,Firefight,Blackguard,,,,,,angry,negative
ML900,MoodyLyrics,E.T. ,Katy Perry,,,,,,angry,negative
ML901,MoodyLyrics,You're A Big Girl Now,The Stylistics,,,,,,relaxed,positive
ML902,MoodyLyrics,Collide ,Kid Rock,,,,,,angry,negative
ML903,MoodyLyrics,My Boy Lollipop,Millie Small,,,,,,happy,positive
ML904,MoodyLyrics,We Love You,The Rolling Stones,,,,,,happy,positive
ML905,MoodyLyrics,War,Bob Marley & The Wailers,,,,,,angry,negative
ML906,MoodyLyrics,Only Love Can Break A Heart,Gene Pitney,,,,,,happy,positive
ML907,MoodyLyrics,What Kind Of Man,John Hiatt,,,,,,relaxed,positive
ML908,MoodyLyrics,This Charming Life,Joan Armatrading,,,,,,happy,positive
ML909,MoodyLyrics,Fight The Power Part 1,The Isley Brothers,,,,,,angry,negative
ML910,MoodyLyrics,Me And Baby Brother,War,,,,,,relaxed,positive
ML911,MoodyLyrics,Color Dropping,Eskmo,,,,,,relaxed,positive
ML913,MoodyLyrics,God Bless America,Celine Dion,,,,,,relaxed,positive
ML914,MoodyLyrics,All I Really Want,Lincoln Brewster,,,,,,happy,positive
ML915,MoodyLyrics,O Tu O Yo,Jose Jose,,,,,,sad,negative
ML916,MoodyLyrics,You Are So Beautiful,Joe Cocker,,,,,,happy,positive
ML917,MoodyLyrics,Blue Skies,Cassandra Wilson,,,,,,relaxed,positive
ML918,MoodyLyrics,Thrill Me,Roy Milton,,,,,,happy,positive
ML920,MoodyLyrics,Stronger,Delirious?,,,,,,happy,positive
ML921,MoodyLyrics,Love You Down,Ready For The World,,,,,,happy,positive
ML922,MoodyLyrics,I'm Still In Love With You,New Edition,,,,,,happy,positive
ML923,MoodyLyrics,I've Been Lonely For So Long,Frederick Knight,,,,,,sad,negative
ML924,MoodyLyrics,Don't Let The Green Grass Fool You,Wilson Pickett,,,,,,relaxed,positive
ML925,MoodyLyrics,So In Love ,Jill Scott,,,,,,happy,positive
ML926,MoodyLyrics,In The Mood,Johnny Gill,,,,,,relaxed,positive
ML927,MoodyLyrics,Cutie Pie,One Way,,,,,,relaxed,positive
ML928,MoodyLyrics,Heartbreak Hotel,Elvis Presley,,,,,,sad,negative
ML929,MoodyLyrics,I Love You 1000 Times,The Platters,,,,,,happy,positive
ML930,MoodyLyrics,Bo Diddley,Bo Diddley,,,,,,relaxed,positive
ML931,MoodyLyrics,Gimme Little Sign,Brenton Wood,,,,,,relaxed,positive
ML932,MoodyLyrics,Can't Smile Without You,Barry Manilow,,,,,,sad,negative
ML933,MoodyLyrics,Rock My Baby,Shenandoah,,,,,,relaxed,positive
ML934,MoodyLyrics,Hello Love,Hank Snow,,,,,,happy,positive
ML935,MoodyLyrics,One More Chance,Zebra,,,,,,happy,positive
ML936,MoodyLyrics,Baby's On Fire,Sammy Hagar,,,,,,angry,negative
ML937,MoodyLyrics,I Won't Be Home Tonight,Tony Carey,,,,,,relaxed,positive
ML938,MoodyLyrics,Love Ain't No Stranger,Whitesnake,,,,,,happy,positive
ML939,MoodyLyrics,Stockholm Syndrome,Muse,,,,,,angry,negative
ML940,MoodyLyrics,El Rey,Jose Alfredo Jimenez,,,,,,sad,negative
ML941,MoodyLyrics,Hermosisimo Lucero,Los Alegres De Teran,,,,,,sad,negative
ML942,MoodyLyrics,Diamond Girl,Nice & Wild,,,,,,relaxed,positive
ML943,MoodyLyrics,Sun King,The Cult,,,,,,relaxed,positive
ML944,MoodyLyrics,Love Of My Life,Sammy Kershaw,,,,,,happy,positive
ML945,MoodyLyrics,God Must Really Love Me,Craig Morgan,,,,,,happy,positive
ML946,MoodyLyrics,Ring Of Fire,Alan Jackson,,,,,,angry,negative
ML947,MoodyLyrics,Goodnight Sweetheart,David Kersh,,,,,,relaxed,positive
ML948,MoodyLyrics,Something I Do,Robert Earl Keen,,,,,,relaxed,positive
ML949,MoodyLyrics,Uncloudy Day,Willie Nelson,,,,,,relaxed,positive
ML950,MoodyLyrics,To Be Young ,Ryan Adams,,,,,,sad,negative
ML951,MoodyLyrics,Some People's Kids,Reckless Kelly,,,,,,angry,negative
ML952,MoodyLyrics,Awesome God,Praise Band,,,,,,happy,positive
ML953,MoodyLyrics,Free,Phish,,,,,,relaxed,positive
ML954,MoodyLyrics,Got A Hold On Me,Christine McVie,,,,,,happy,positive
ML955,MoodyLyrics,I Want Your Love,Chic,,,,,,happy,positive
ML956,MoodyLyrics,Sunset Grill,Don Henley,,,,,,relaxed,positive
ML957,MoodyLyrics,A Boy Brushed Red Living In Black And White,Underoath,,,,,,angry,negative
ML958,MoodyLyrics,Disciplined,Vreid,,,,,,angry,negative
ML959,MoodyLyrics,Blood Magick Necromance,Belphegor,,,,,,angry,negative
ML960,MoodyLyrics,Comin' Home,Murder By Death,,,,,,relaxed,positive
ML961,MoodyLyrics,Move Your Body,My Darkest Days,,,,,,angry,negative
ML962,MoodyLyrics,Lonely,Akon,,,,,,sad,negative
ML963,MoodyLyrics,Fue Un Placer Amarte,Conjunto Primavera,,,,,,sad,negative
ML964,MoodyLyrics,I Just Wanna  Be Mad,Terri Clark,,,,,,angry,negative
ML965,MoodyLyrics,Goin' Against Your Mind,Built To Spill,,,,,,relaxed,positive
ML966,MoodyLyrics,Bring It To Jerome,Bo Diddley,,,,,,relaxed,positive
ML967,MoodyLyrics,I'm Glad There Is You,Jane Monheit,,,,,,happy,positive
ML968,MoodyLyrics,What Is This Thing Called Love?,Ann Hampton Callaway,,,,,,happy,positive
ML969,MoodyLyrics,Don't Answer The Door,B.B. King,,,,,,relaxed,positive
ML970,MoodyLyrics,No Smoke Without Fire,James Hunter,,,,,,angry,negative
ML971,MoodyLyrics,Over The Rainbow,Melody Gardot,,,,,,relaxed,positive
ML972,MoodyLyrics,For Your Love,Stevie Wonder,,,,,,happy,positive
ML973,MoodyLyrics,Homeward Bound,Simon & Garfunkel,,,,,,relaxed,positive
ML974,MoodyLyrics,Sweet Mary,Wadsworth Mansion,,,,,,relaxed,positive
ML975,MoodyLyrics,"Sick, Sick, Sick",Bayside,,,,,,sad,negative
ML976,MoodyLyrics,The Monkeys Are Coming,"Does It Offend You, Yeah?",,,,,,angry,negative
ML977,MoodyLyrics,Angel Baby,Rosie & The Originals,,,,,,happy,positive
ML978,MoodyLyrics,Happy Feelin's ,Maze,,,,,,happy,positive
ML979,MoodyLyrics,Love,Zoe,,,,,,happy,positive
ML980,MoodyLyrics,The Angels Are Surely Weeping,Young Galaxy,,,,,,sad,negative
ML981,MoodyLyrics,This Mess We're In,PJ Harvey,,,,,,relaxed,positive
ML982,MoodyLyrics,Dust,Kylesa,,,,,,sad,negative
ML983,MoodyLyrics,Waste It On,Silversun Pickups,,,,,,sad,negative
ML984,MoodyLyrics,White Nights,Oh Land,,,,,,relaxed,positive
ML985,MoodyLyrics,And I Love Her,The Beatles,,,,,,happy,positive
ML986,MoodyLyrics,Requiem Pour Un C...,Serge Gainsbourg,,,,,,sad,negative
ML988,MoodyLyrics,Get Up And Get Down,The Dramatics,,,,,,sad,negative
ML989,MoodyLyrics,Speak No Evil,Tinsley Ellis,,,,,,angry,negative
ML990,MoodyLyrics,Matte Kudasai,Kurt Elling,,,,,,sad,negative
ML991,MoodyLyrics,Going Where The Lonely Go,Merle Haggard,,,,,,sad,negative
ML992,MoodyLyrics,Rusty Cage,Johnny Cash,,,,,,sad,negative
ML993,MoodyLyrics,Sassafrass Roots,Green Day,,,,,,sad,negative
ML994,MoodyLyrics,Painkiller,Judas Priest,,,,,,angry,negative
ML995,MoodyLyrics,Addicted To That Rush,Mr. Big,,,,,,sad,negative
ML996,MoodyLyrics,Hang Fire,The Rolling Stones,,,,,,angry,negative
ML997,MoodyLyrics,From The Clouds,Jack Johnson,,,,,,relaxed,positive
ML998,MoodyLyrics,He Don't Live Here No More,Robbie Robertson,,,,,,sad,negative
ML999,MoodyLyrics,Maybe Tomorrow,Stereophonics,,,,,,relaxed,positive
ML1000,MoodyLyrics,So Lonely,The Police,,,,,,sad,negative
ML1001,MoodyLyrics,Teacher Teacher,Rockpile,,,,,,relaxed,positive
ML1002,MoodyLyrics,Cherry Blossom Girl,Air,,,,,,relaxed,positive
ML1003,MoodyLyrics,Come On Let's Go,Los Lobos,,,,,,happy,positive
ML1004,MoodyLyrics,The Blowers Daughter,Damien Rice,,,,,,relaxed,positive
ML1005,MoodyLyrics,It Is To You,Byron Cage,,,,,,relaxed,positive
ML1006,MoodyLyrics,Lover's Melody ,Will Downing,,,,,,relaxed,positive
ML1007,MoodyLyrics,I Can See In Color,Mary J. Blige,,,,,,relaxed,positive
ML1008,MoodyLyrics,Power Belongs To God,Hezekiah Walker & The Love Fellowship Crusade Choir,,,,,,happy,positive
ML1010,MoodyLyrics,Fire On The Bayou,The Meters,,,,,,angry,negative
ML1011,MoodyLyrics,Good Life,Inner City,,,,,,happy,positive
ML1012,MoodyLyrics,Aqui,La Ley,,,,,,sad,negative
ML1013,MoodyLyrics,Sobrevivo,Ednita Nazario,,,,,,sad,negative
ML1014,MoodyLyrics,All By Myself,Fats Domino,,,,,,happy,positive
ML1015,MoodyLyrics,You've Got The Love I Need ,Al Green,,,,,,happy,positive
ML1016,MoodyLyrics,Settle For My Love,Patrice Rushen,,,,,,happy,positive
ML1018,MoodyLyrics,Tan Enamorados,Ricardo Montaner,,,,,,sad,negative
ML1019,MoodyLyrics,Nuestro Amor,RBD,,,,,,sad,negative
ML1020,MoodyLyrics,Bella Traicion,Belinda,,,,,,sad,negative
ML1021,MoodyLyrics,Lemonade,Braids,,,,,,sad,negative
ML1022,MoodyLyrics,No Fun,The Stooges,,,,,,happy,positive
ML1023,MoodyLyrics,Reena,Sonic Youth,,,,,,relaxed,positive
ML1024,MoodyLyrics,Everybody Needs A 303,Fatboy Slim,,,,,,happy,positive
ML1025,MoodyLyrics,On The Sly,Metric,,,,,,angry,negative
ML1026,MoodyLyrics,Set Your Arms Down,Warpaint,,,,,,angry,negative
ML1027,MoodyLyrics,Harness,White Fence,,,,,,relaxed,positive
ML1028,MoodyLyrics,Like Eating Glass,Bloc Party,,,,,,sad,negative
ML1029,MoodyLyrics,Fallen In Love,Smith Westerns,,,,,,relaxed,positive
ML1030,MoodyLyrics,Big Difference,Tokyo Police Club,,,,,,sad,negative
ML1032,MoodyLyrics,Because Of You,Tony Bennett,,,,,,happy,positive
ML1033,MoodyLyrics,Summertime,Billie Holiday,,,,,,relaxed,positive
ML1034,MoodyLyrics,Blood Sugar Sex Magik,The Red Hot Chili Peppers,,,,,,happy,positive
ML1035,MoodyLyrics,Sometimes She Cries,Warrant,,,,,,sad,negative
ML1036,MoodyLyrics,Amarantine,Enya,,,,,,happy,positive
ML1037,MoodyLyrics,Que Ironia,Andy Andy,,,,,,sad,negative
ML1038,MoodyLyrics,Asi Es La Mujer,Victor Manuelle,,,,,,sad,negative
ML1039,MoodyLyrics,Louder Than Hell,Motley Crue,,,,,,angry,negative
ML1040,MoodyLyrics,Shellshock,New Order,,,,,,angry,negative
ML1041,MoodyLyrics,I Should Have Known Better,The Beatles,,,,,,happy,positive
ML1042,MoodyLyrics,Without Your Love,Roger Daltrey,,,,,,happy,positive
ML1043,MoodyLyrics,Just Like Paradise,David Lee Roth,,,,,,relaxed,positive
ML1044,MoodyLyrics,Yummy Yummy Yummy,Ohio Express,,,,,,happy,positive
ML1045,MoodyLyrics,Itchycoo Park,Small Faces,,,,,,happy,positive
ML1046,MoodyLyrics,Baby Love,The Supremes,,,,,,happy,positive
ML1047,MoodyLyrics,You've Made Me So Very Happy,"Blood, Sweat & Tears",,,,,,happy,positive
ML1048,MoodyLyrics,I Honestly Love You,Olivia Newton-John,,,,,,happy,positive
ML1049,MoodyLyrics,"Baby, I Love You",The Ronettes,,,,,,happy,positive
ML1050,MoodyLyrics,Crazy Love,Van Morrison,,,,,,happy,positive
ML1051,MoodyLyrics,People Got To Be Free,The Rascals,,,,,,relaxed,positive
ML1052,MoodyLyrics,Hey There Lonely Girl,Eddie Holman,,,,,,sad,negative
ML1053,MoodyLyrics,"The Rain, The Park And Other Things",The Cowsills,,,,,,relaxed,positive
ML1054,MoodyLyrics,Tragedy,The Bee Gees,,,,,,angry,negative
ML1056,MoodyLyrics,The Game Of Love,Wayne Fontana & The Mindbenders,,,,,,happy,positive
ML1057,MoodyLyrics,That's How Strong My Love Is,Otis Redding,,,,,,happy,positive
ML1058,MoodyLyrics,It's A Love Thing,The Whispers,,,,,,happy,positive
ML1059,MoodyLyrics,From My Heart To Yours,Laura Izibor,,,,,,happy,positive
ML1060,MoodyLyrics,Do You Love What You Feel,Rufus & Chaka Khan,,,,,,happy,positive
ML1061,MoodyLyrics,Slow Down,Loose Ends,,,,,,sad,negative
ML1062,MoodyLyrics,Put It On Paper ,Ann Nesby,,,,,,sad,negative
ML1063,MoodyLyrics,The Point Of It All,Anthony Hamilton,,,,,,happy,positive
ML1064,MoodyLyrics,I Love You More Than You'll Ever Know,Donny Hathaway,,,,,,happy,positive
ML1065,MoodyLyrics,Most High,Jerzee Monet,,,,,,relaxed,positive
ML1066,MoodyLyrics,Don't Let Me Be Lonely Tonight ,Boney James,,,,,,sad,negative
ML1067,MoodyLyrics,Love Saw It ,Karyn White,,,,,,happy,positive
ML1068,MoodyLyrics,Portuguese Love,Teena Marie,,,,,,happy,positive
ML1069,MoodyLyrics,How Can I Ease The Pain,Lisa Fischer,,,,,,angry,negative
ML1070,MoodyLyrics,Take Care Of Home,Dave Hollister,,,,,,relaxed,positive
ML1071,MoodyLyrics,Amor Porteno ,Gotan Project,,,,,,sad,negative
ML1072,MoodyLyrics,Starry Night,The Infamous Stringdusters,,,,,,relaxed,positive
ML1073,MoodyLyrics,Upon Wings Of Black,Skeletonwitch,,,,,,angry,negative
ML1074,MoodyLyrics,Destroy Everything,Hatebreed,,,,,,angry,negative
ML1075,MoodyLyrics,Black Label,Lamb Of God,,,,,,angry,negative
ML1076,MoodyLyrics,St. Anger,Metallica,,,,,,angry,negative
ML1077,MoodyLyrics,All The Man That I Need,Whitney Houston,,,,,,happy,positive
ML1078,MoodyLyrics,Kiss Away The Pain,Patti LaBelle,,,,,,angry,negative
ML1079,MoodyLyrics,The Very Thought Of You,Johnny Hartman,,,,,,relaxed,positive
ML1080,MoodyLyrics,Heaven's On Fire,The Radio Dept.,,,,,,angry,negative
ML1081,MoodyLyrics,Maximalist,Baths,,,,,,happy,positive
ML1082,MoodyLyrics,Born To Be Loved,Lucinda Williams,,,,,,happy,positive
ML1083,MoodyLyrics,Make Love,Daft Punk,,,,,,happy,positive
ML1084,MoodyLyrics,Age Of Consent,New Order,,,,,,angry,negative
ML1085,MoodyLyrics,Candy Man,Roy Orbison,,,,,,relaxed,positive
ML1086,MoodyLyrics,Lycra Mistral,El Guincho,,,,,,sad,negative
ML1087,MoodyLyrics,Dead Ending,The Hundred In The Hands,,,,,,sad,negative
ML1088,MoodyLyrics,Maps,Yeah Yeah Yeahs,,,,,,happy,positive
ML1089,MoodyLyrics,The Last Cowboy Song,Ed Bruce,,,,,,sad,negative
ML1090,MoodyLyrics,A Long And Lasting Love,Crystal Gayle,,,,,,happy,positive
ML1091,MoodyLyrics,We Live For Love,Pat Benatar,,,,,,happy,positive
ML1092,MoodyLyrics,Breakdown Dead Ahead,Boz Scaggs,,,,,,angry,negative
ML1093,MoodyLyrics,War In Heaven,The Raveonettes,,,,,,angry,negative
ML1094,MoodyLyrics,Assassinations,Stateless,,,,,,sad,negative
ML1095,MoodyLyrics,Love You Down,Me'Shell Ndegeocello,,,,,,happy,positive
ML1096,MoodyLyrics,Broken,Gorillaz,,,,,,angry,negative
ML1097,MoodyLyrics,I Heard You Say,Vivian Girls,,,,,,sad,negative
ML1098,MoodyLyrics,Do You Want To,Franz Ferdinand,,,,,,happy,positive
ML1099,MoodyLyrics,Hold My Hand,UNKLE,,,,,,sad,negative
ML1100,MoodyLyrics,The All Night Lights,36 Crazyfists,,,,,,sad,negative
ML1101,MoodyLyrics,Dez Moines,The Devil Wears Prada,,,,,,sad,negative
ML1102,MoodyLyrics,Sad Lookin' Moon,Alabama,,,,,,sad,negative
ML1103,MoodyLyrics,Everlasting Love,Rufus & Chaka Khan,,,,,,happy,positive
ML1104,MoodyLyrics,Light My Fire ,Mr. Capone-E,,,,,,angry,negative
ML1105,MoodyLyrics,I Don't Care,Raheem DeVaughn,,,,,,angry,negative
ML1106,MoodyLyrics,A Taste Of Honey,Herb Alpert & The Tijuana Brass,,,,,,relaxed,positive
ML1107,MoodyLyrics,Blue In Green,Gretchen Parlato,,,,,,relaxed,positive
ML1108,MoodyLyrics,I Don't Love Her ,Gucci Mane,,,,,,happy,positive
ML1109,MoodyLyrics,Make Love,Keri Hilson,,,,,,happy,positive
ML1110,MoodyLyrics,Beautiful People ,Chris Brown,,,,,,happy,positive
ML1111,MoodyLyrics,You Never Let Go,Jeremy Camp,,,,,,angry,negative
ML1112,MoodyLyrics,No Sirvo Para Estar Sin Ti,Rocio Durcal,,,,,,sad,negative
ML1113,MoodyLyrics,Echame A Mi La Culpa,Albert Hammond,,,,,,sad,negative
ML1114,MoodyLyrics,Tiro Arriba,Banda El Recodo,,,,,,sad,negative
ML1115,MoodyLyrics,From This Moment On,Roberta Gambarini,,,,,,relaxed,positive
ML1116,MoodyLyrics,Come Home,Back Door Slam,,,,,,relaxed,positive
ML1117,MoodyLyrics,Never Lie,Immature,,,,,,angry,negative
ML1118,MoodyLyrics,When Will I Be Loved,The Everly Brothers,,,,,,happy,positive
ML1119,MoodyLyrics,Mejor No Hablemos De Amor,Enanitos Verdes,,,,,,sad,negative
ML1120,MoodyLyrics,Gadget Funk,The Herbaliser,,,,,,angry,negative
ML1121,MoodyLyrics,I Need Fun In My Life,The Drums,,,,,,happy,positive
ML1122,MoodyLyrics,Light Up Ya Lighter,Michael Franti & Spearhead,,,,,,angry,negative
ML1123,MoodyLyrics,That's How I Escaped My Certain Fate,Mission Of Burma,,,,,,sad,negative
ML1124,MoodyLyrics,My Kind Of Town,Frank Sinatra,,,,,,relaxed,positive
ML1125,MoodyLyrics,Down By The Sally Gardens,Loreena McKennitt,,,,,,relaxed,positive
ML1126,MoodyLyrics,Always Everything,Sin Fang,,,,,,sad,negative
ML1127,MoodyLyrics,Happy,Fischerspooner,,,,,,sad,negative
ML1128,MoodyLyrics,I Got You,Craig Morgan,,,,,,relaxed,positive
ML1129,MoodyLyrics,Heartbreak Hotel,Willie Nelson & Leon Russell,,,,,,sad,negative
ML1130,MoodyLyrics,Drown,Son Volt,,,,,,angry,negative
ML1131,MoodyLyrics,War Pigs,Faith No More,,,,,,angry,negative
ML1132,MoodyLyrics,Miracle,Whitney Houston,,,,,,happy,positive
ML1133,MoodyLyrics,Everybody Needs Love,Drive-By Truckers,,,,,,happy,positive
ML1134,MoodyLyrics,Into The Fire,Sarah McLachlan,,,,,,angry,negative
ML1135,MoodyLyrics,You've Got The Love,Florence & The Machine,,,,,,happy,positive
ML1136,MoodyLyrics,It's A Miracle,Culture Club,,,,,,happy,positive
ML1137,MoodyLyrics,With Love,Elbow,,,,,,happy,positive
ML1138,MoodyLyrics,White Honey,Graham Parker,,,,,,relaxed,positive
ML1139,MoodyLyrics,Lost Cause,Beck,,,,,,angry,negative
ML1140,MoodyLyrics,Love For Sale,Dianne Reeves,,,,,,happy,positive
ML1141,MoodyLyrics,Time To Come Home ,Melba Moore,,,,,,relaxed,positive
ML1142,MoodyLyrics,Your Sun My Sky ,Incognito,,,,,,relaxed,positive
ML1143,MoodyLyrics,Me Rio De Ti,Gloria Trevi,,,,,,sad,negative
ML1144,MoodyLyrics,Llevame,Soraya,,,,,,sad,negative
ML1145,MoodyLyrics,Twelfth Stroke Of Midnight,Bury Your Dead,,,,,,sad,negative
ML1146,MoodyLyrics,Only The Lonely ,Roy Orbison,,,,,,sad,negative
ML1147,MoodyLyrics,Running Scared,Roy Orbison,,,,,,angry,negative
ML1148,MoodyLyrics,Que Sacrificio,Banda Maguey,,,,,,sad,negative
ML1149,MoodyLyrics,Si He Sabido Amor,Alejandro Fernandez,,,,,,sad,negative
ML1150,MoodyLyrics,Mighty God,Martha Munizzi,,,,,,happy,positive
ML1151,MoodyLyrics,Keep On Praisin',Fred Hammond,,,,,,relaxed,positive
ML1152,MoodyLyrics,Afterwhile ,Kirk Franklin,,,,,,angry,negative
ML1153,MoodyLyrics,The World Is A Ghetto,Phil Perry,,,,,,relaxed,positive
ML1154,MoodyLyrics,Gotta Get Home,Expatriate,,,,,,relaxed,positive
ML1155,MoodyLyrics,I Get Lonely,Boney James,,,,,,sad,negative
ML1156,MoodyLyrics,A100,Billy Corgan,,,,,,happy,positive
ML1157,MoodyLyrics,Rowing Song,Patty Griffin,,,,,,sad,negative
ML1158,MoodyLyrics,So Much In Love,Gyptian,,,,,,happy,positive
ML1159,MoodyLyrics,Mi Eterno Amor Secreto,Tito Nieves,,,,,,sad,negative
ML1160,MoodyLyrics,Gotas De Lluvia,Grupo Niche,,,,,,sad,negative
ML1161,MoodyLyrics,Prelude To A Kiss,Billie Holiday,,,,,,happy,positive
ML1162,MoodyLyrics,Make Me Your Baby,Barbara Lewis,,,,,,happy,positive
ML1163,MoodyLyrics,Lie To Me,Brook Benton,,,,,,angry,negative
ML1164,MoodyLyrics,That's A Pretty Good Love,Roomful Of Blues,,,,,,happy,positive
ML1165,MoodyLyrics,I Want You ,The Beatles,,,,,,angry,negative
ML1166,MoodyLyrics,Helen Wheels,Paul McCartney & Wings,,,,,,sad,negative
ML1167,MoodyLyrics,Waiting For The Sun,The Doors,,,,,,relaxed,positive
ML1169,MoodyLyrics,Listen People,Herman's Hermits,,,,,,happy,positive
ML1170,MoodyLyrics,True Love Ways,Peter & Gordon,,,,,,happy,positive
ML1171,MoodyLyrics,Wear Your Love Like Heaven,Donovan,,,,,,happy,positive
ML1172,MoodyLyrics,The Air That I Breathe,The Hollies,,,,,,relaxed,positive
ML1173,MoodyLyrics,Be-Bop-A-Lula,Gene Vincent & His Blue Caps,,,,,,relaxed,positive
ML1174,MoodyLyrics,Our Day Will Come,Ruby & The Romantics,,,,,,happy,positive
ML1175,MoodyLyrics,We Are One ,Maze,,,,,,happy,positive
ML1176,MoodyLyrics,Ffun,Con Funk Shun,,,,,,happy,positive
ML1177,MoodyLyrics,Angel,Angela Winbush,,,,,,relaxed,positive
ML1178,MoodyLyrics,Without You,Charlie Wilson,,,,,,relaxed,positive
ML1179,MoodyLyrics,Fear,Jazmine Sullivan,,,,,,angry,negative
ML1180,MoodyLyrics,Kind Hearted Woman,Big Head Blues Club,,,,,,happy,positive
ML1181,MoodyLyrics,I'll Go Crazy,James Brown,,,,,,happy,positive
ML1182,MoodyLyrics,Joy,Lucinda Williams,,,,,,happy,positive
ML1183,MoodyLyrics,Night Life ,Willie Nelson,,,,,,happy,positive
ML1184,MoodyLyrics,War Ina Babylon,Max Romeo & The Upsetters,,,,,,angry,negative
ML1186,MoodyLyrics,Bled For Days,Static-X,,,,,,angry,negative
ML1187,MoodyLyrics,Ghosts Of War,Hatebreed,,,,,,angry,negative
ML1188,MoodyLyrics,Shake For Me,Howlin' Wolf,,,,,,relaxed,positive
ML1189,MoodyLyrics,Evil,"Earth, Wind & Fire",,,,,,angry,negative
ML1190,MoodyLyrics,Don't You Know,Della Reese,,,,,,happy,positive
ML1191,MoodyLyrics,Don't Let Me Be Lonely Tonight,James Taylor,,,,,,sad,negative
ML1192,MoodyLyrics,Demon Speeding,Rob Zombie,,,,,,angry,negative
ML1193,MoodyLyrics,The Game,Motorhead,,,,,,angry,negative
ML1194,MoodyLyrics,Viviendo,Marc Anthony,,,,,,sad,negative
ML1195,MoodyLyrics,Because You Love Me,Jo Dee Messina,,,,,,happy,positive
ML1196,MoodyLyrics,The Biggest Killer In American History,Bad Religion,,,,,,angry,negative
ML1197,MoodyLyrics,Tommy Gun,The Clash,,,,,,angry,negative
ML1198,MoodyLyrics,Stand Up And Shout,Dio,,,,,,angry,negative
ML1199,MoodyLyrics,Now Behold The Lamb,Kirk Franklin & The Family,,,,,,relaxed,positive
ML1200,MoodyLyrics,Still Have Joy,Tye Tribbett & G.A.,,,,,,happy,positive
ML1201,MoodyLyrics,Fever,Sarah Vaughan,,,,,,sad,negative
ML1202,MoodyLyrics,Out Here,Pendulum,,,,,,sad,negative
ML1203,MoodyLyrics,It Don't Come Easy,Bettye LaVette,,,,,,relaxed,positive
ML1204,MoodyLyrics,The Difference,Desperation Band,,,,,,happy,positive
ML1205,MoodyLyrics,Took The Night,Chelley,,,,,,angry,negative
ML1206,MoodyLyrics,Feliz Navidad,Jose Feliciano,,,,,,happy,positive
ML1207,MoodyLyrics,Fantasy Girl,Johnny O.,,,,,,relaxed,positive
ML1208,MoodyLyrics,Donde Estas Yolanda,Sonora Santanera,,,,,,sad,negative
ML1209,MoodyLyrics,Baba ,Andy Palacio & The Garifuna Collective,,,,,,sad,negative
ML1210,MoodyLyrics,Spray Paint,Harlem,,,,,,relaxed,positive
ML1211,MoodyLyrics,Sun It Rises,Fleet Foxes,,,,,,relaxed,positive
ML1212,MoodyLyrics,The Very Thought Of You,Nellie McKay,,,,,,relaxed,positive
ML1213,MoodyLyrics,Falling From The Sun,The Album Leaf,,,,,,sad,negative
ML1214,MoodyLyrics,Mother Of Pearl,Nellie McKay,,,,,,angry,negative
ML1215,MoodyLyrics,Blazing Fire ,Steel Pulse,,,,,,angry,negative
ML1216,MoodyLyrics,All I Want Is You,Michael Franti & Spearhead,,,,,,happy,positive
ML1217,MoodyLyrics,Sailing To Nowhere,Broken Bells,,,,,,sad,negative
ML1218,MoodyLyrics,"Peace, Love & Happiness",G. Love & Special Sauce,,,,,,relaxed,positive
ML1219,MoodyLyrics,You're The Best Break This Old Heart Ever Had,Ed Bruce,,,,,,happy,positive
ML1220,MoodyLyrics,Quiero Amanecer Contigo,La Mafia,,,,,,sad,negative
ML1221,MoodyLyrics,No Se Vivir Sin Ti,Conjunto Primavera,,,,,,sad,negative
ML1222,MoodyLyrics,Nos Falto,Palomo,,,,,,sad,negative
ML1223,MoodyLyrics,Into The Fire,Dokken,,,,,,angry,negative
