song_id,dataset,title,artist,genre,arousal_mean,arousal_std,valence_mean,valence_std,emotion_4Q,emotion_2Q
ML317,MoodyLyrics4Q,Around The World,Aqua,,,,,,happy,positive
ML318,MoodyLyrics4Q,Evil Urges,My Morning Jacket,,,,,,happy,positive
ML319,MoodyLyrics4Q,Nothing Much to Lose,My Bloody Valentine,,,,,,sad,negative
ML320,MoodyLyrics4Q,Wake Up,Rage Against the Machine,,,,,,angry,negative
ML321,MoodyLyrics4Q,Chop Suey!,System of a Down,,,,,,angry,negative
ML322,MoodyLyrics4Q,The Freak Show,Antimatter,,,,,,sad,negative
ML323,MoodyLyrics4Q,Omen Sore,ERA,,,,,,relaxed,positive
ML324,MoodyLyrics4Q,When I Get Where I'm Going,Brad Paisley,,,,,,sad,negative
ML325,MoodyLyrics4Q,Victory,Megadeth,,,,,,angry,negative
ML326,MoodyLyrics4Q,The Not Knowing,Tindersticks,,,,,,sad,negative
ML327,MoodyLyrics4Q,My Baby Does Me,Queen,,,,,,happy,positive
ML328,MoodyLyrics4Q,Morning Glory,Tim Buckley,,,,,,sad,negative
ML329,MoodyLyrics4Q,Black Light District,The Gathering,,,,,,sad,negative
ML330,MoodyLyrics4Q,Can You Hear The Music,The Rolling Stones,,,,,,sad,negative
ML331,MoodyLyrics4Q,Reminiscing,Little River Band,,,,,,relaxed,positive
ML332,MoodyLyrics4Q,Dead and Buried,Alien Sex Fiend,,,,,,angry,negative
ML333,MoodyLyrics4Q,Sway,Voxtrot,,,,,,sad,negative
ML334,MoodyLyrics4Q,Homebird,Foy Vance,,,,,,relaxed,positive
ML335,MoodyLyrics4Q,Rain Song,COLD,,,,,,sad,negative
ML336,MoodyLyrics4Q,Cruel Summer,Bananarama,,,,,,happy,positive
ML337,MoodyLyrics4Q,Still in Love,Nick Cave and the Bad Seeds,,,,,,sad,negative
ML338,MoodyLyrics4Q,Papi,Jennifer Lopez,,,,,,happy,positive
ML339,MoodyLyrics4Q,Anorak Christmas,Sally Shapiro,,,,,,relaxed,positive
ML340,MoodyLyrics4Q,Fun Fun Fun,Busted,,,,,,happy,positive
ML341,MoodyLyrics4Q,Sex. Murder. Art.,Slayer,,,,,,angry,negative
ML342,MoodyLyrics4Q,4 Words (To Choke Upon),Bullet For My Valentine,,,,,,angry,negative
ML343,MoodyLyrics4Q,Lovestain,José González,,,,,,relaxed,positive
ML344,MoodyLyrics4Q,I Would Like To Call It Beauty,Corinne Bailey Rae,,,,,,relaxed,positive
ML345,MoodyLyrics4Q,Meadow,Espers,,,,,,relaxed,positive
ML346,MoodyLyrics4Q,London Calling,The Clash,,,,,,angry,negative
ML347,MoodyLyrics4Q,Orgasmatron,Motörhead,,,,,,angry,negative
ML348,MoodyLyrics4Q,Back To Manhattan,Norah Jones,,,,,,sad,negative
ML349,MoodyLyrics4Q,If You Know Love,Molly Johnson,,,,,,relaxed,positive
ML350,MoodyLyrics4Q,Ophelia,The Tear Garden,,,,,,sad,negative
ML351,MoodyLyrics4Q,Letter To God,Hole,,,,,,sad,negative
ML352,MoodyLyrics4Q,Washington Is Next!,Megadeth,,,,,,angry,negative
ML353,MoodyLyrics4Q,Flora's Secret,Enya,,,,,,relaxed,positive
ML354,MoodyLyrics4Q,Sex Dwarf,Soft Cell,,,,,,happy,positive
ML355,MoodyLyrics4Q,I Only Want To Be With You,Dusty Springfield,,,,,,happy,positive
ML356,MoodyLyrics4Q,Mea Culpa,Enigma,,,,,,relaxed,positive
ML357,MoodyLyrics4Q,Sun (acoustic),Mae,,,,,,relaxed,positive
ML358,MoodyLyrics4Q,Highway to Hell,AC/DC,,,,,,angry,negative
ML359,MoodyLyrics4Q,I Still Get Jealous,Louis Armstrong,,,,,,relaxed,positive
ML360,MoodyLyrics4Q,Beauty And The Beast,Jump5,,,,,,happy,positive
ML361,MoodyLyrics4Q,Flowery Noontide,Espers,,,,,,relaxed,positive
ML362,MoodyLyrics4Q,Your Touch,The Black Keys,,,,,,happy,positive
ML363,MoodyLyrics4Q,Elvis Presley and America,U2,,,,,,sad,negative
ML364,MoodyLyrics4Q,Without You,Dixie Chicks,,,,,,sad,negative
ML365,MoodyLyrics4Q,Take Your Mama,Scissor Sisters,,,,,,happy,positive
ML366,MoodyLyrics4Q,7 Minutes,Noir Désir,,,,,,angry,negative
ML367,MoodyLyrics4Q,Fitter Happier,Radiohead,,,,,,sad,negative
ML368,MoodyLyrics4Q,Fields Of Gray,Bruce Hornsby,,,,,,relaxed,positive
ML369,MoodyLyrics4Q,St. Robinson In His Cadillac Dream,Counting Crows,,,,,,relaxed,positive
ML370,MoodyLyrics4Q,Verne,Novembre,,,,,,sad,negative
ML371,MoodyLyrics4Q,Love and Destroy,Franz Ferdinand,,,,,,happy,positive
ML372,MoodyLyrics4Q,Rinse,Vanessa Carlton,,,,,,sad,negative
ML373,MoodyLyrics4Q,I Don't Wanna Die Anymore,New Radicals,,,,,,sad,negative
ML374,MoodyLyrics4Q,This Town,Hot Hot Heat,,,,,,happy,positive
ML375,MoodyLyrics4Q,Back Into Your System,Saliva,,,,,,relaxed,positive
ML376,MoodyLyrics4Q,End,Secondhand Serenade,,,,,,sad,negative
ML377,MoodyLyrics4Q,In The Mood,Robert Plant,,,,,,relaxed,positive
ML378,MoodyLyrics4Q,Man Must Dance,Johnossi,,,,,,happy,positive
ML379,MoodyLyrics4Q,Reptile,Eric Clapton,,,,,,relaxed,positive
ML380,MoodyLyrics4Q,Cish Cash ,Basement Jaxx,,,,,,happy,positive
ML381,MoodyLyrics4Q,Don't Turn Around,Ace of Base,,,,,,happy,positive
ML382,MoodyLyrics4Q,High School,Nerf Herder,,,,,,happy,positive
ML383,MoodyLyrics4Q,Steamy Windows,Tina Turner,,,,,,happy,positive
ML384,MoodyLyrics4Q,Slowboat,Sparks,,,,,,sad,negative
ML385,MoodyLyrics4Q,A Modern Way Of Letting Go,Idlewild,,,,,,angry,negative
ML386,MoodyLyrics4Q,My Funny Valentine,Anita Baker,,,,,,relaxed,positive
ML387,MoodyLyrics4Q,Des Illusions,Dark Sanctuary,,,,,,sad,negative
ML388,MoodyLyrics4Q,Lightning,Eric Church,,,,,,sad,negative
ML389,MoodyLyrics4Q,Less Than a Pearl,Enya,,,,,,relaxed,positive
ML390,MoodyLyrics4Q,Take Up Thy Stethoscope and Walk,Pink Floyd,,,,,,angry,negative
ML391,MoodyLyrics4Q,Dolphins,Tim Buckley,,,,,,sad,negative
ML392,MoodyLyrics4Q,Paranoiattack,The Faint,,,,,,happy,positive
ML393,MoodyLyrics4Q,Countdown to Extinction,Megadeth,,,,,,angry,negative
ML394,MoodyLyrics4Q,Keeping You,Tanya Donelly,,,,,,relaxed,positive
ML395,MoodyLyrics4Q,The Figurehead,The Cure,,,,,,sad,negative
ML396,MoodyLyrics4Q,Mickey,Toni Basil,,,,,,happy,positive
ML397,MoodyLyrics4Q,"Cheer Up, Boys (Your Make Up Is Running)",Foo Fighters,,,,,,happy,positive
ML398,MoodyLyrics4Q,Ghetto Vet,Ice Cube,,,,,,angry,negative
ML399,MoodyLyrics4Q,Necrophiliac,Slayer,,,,,,angry,negative
ML400,MoodyLyrics4Q,Sleepsong,Secret Garden,,,,,,relaxed,positive
ML401,MoodyLyrics4Q,Prisoners of Today,Billy Talent,,,,,,angry,negative
ML402,MoodyLyrics4Q,Brand New Day,Sting,,,,,,happy,positive
ML403,MoodyLyrics4Q,Psychopathy Red,Slayer,,,,,,angry,negative
ML404,MoodyLyrics4Q,You Belong To Me,Anita Baker,,,,,,relaxed,positive
ML405,MoodyLyrics4Q,Pocket,Sam Sparro,,,,,,happy,positive
ML406,MoodyLyrics4Q,Le Ciel Dans Une Chambre,Carla Bruni,,,,,,relaxed,positive
ML407,MoodyLyrics4Q,Tone Poem,Fischerspooner,,,,,,relaxed,positive
ML408,MoodyLyrics4Q,Foxtrot Uniform Charlie Kilo,Bloodhound Gang,,,,,,happy,positive
ML409,MoodyLyrics4Q,One Hundred Years,The Cure,,,,,,sad,negative
ML410,MoodyLyrics4Q,Gone With The Day,Faunts,,,,,,relaxed,positive
ML411,MoodyLyrics4Q,Celebration,Kool & The Gang,,,,,,happy,positive
ML412,MoodyLyrics4Q,Super-Charger Heaven,White Zombie,,,,,,angry,negative
ML413,MoodyLyrics4Q,Thank You For The Music,Abba,,,,,,happy,positive
ML414,MoodyLyrics4Q,Durch die Nacht,Silbermond,,,,,,sad,negative
ML415,MoodyLyrics4Q,The Visit (She Was Here),The Cyrkle,,,,,,relaxed,positive
ML416,MoodyLyrics4Q,Fury,Prince,,,,,,angry,negative
ML417,MoodyLyrics4Q,Baby Be Brave (album version),The Corrs,,,,,,relaxed,positive
ML418,MoodyLyrics4Q,Overjoyed,Magnet,,,,,,relaxed,positive
ML419,MoodyLyrics4Q,A Place In The Dirt,Marilyn Manson,,,,,,sad,negative
ML420,MoodyLyrics4Q,Skies So Blue,The Rocket Summer,,,,,,happy,positive
ML421,MoodyLyrics4Q,The Fear,Pulp,,,,,,sad,negative
ML422,MoodyLyrics4Q,Goodbye Suicide,Nicky Wire,,,,,,sad,negative
ML423,MoodyLyrics4Q,Gather Me Up Forever,My Dying Bride,,,,,,sad,negative
ML424,MoodyLyrics4Q,Let's Get Known,The Unicorns,,,,,,happy,positive
ML425,MoodyLyrics4Q,Take Me For A Little While,Coverdale/Page,,,,,,sad,negative
ML426,MoodyLyrics4Q,It's Not The Fall That Hurts,Caesars,,,,,,happy,positive
ML427,MoodyLyrics4Q,Something Beautiful,Newsboys,,,,,,happy,positive
ML428,MoodyLyrics4Q,Pi,Hard 'n Phirm,,,,,,happy,positive
ML429,MoodyLyrics4Q,Bulls on Parade,Rage Against the Machine,,,,,,angry,negative
ML430,MoodyLyrics4Q,A Doomed Lover,My Dying Bride,,,,,,sad,negative
ML431,MoodyLyrics4Q,Marie Cherie,Annie,,,,,,sad,negative
ML432,MoodyLyrics4Q,Sex im Hotel,Rosenstolz,,,,,,happy,positive
ML433,MoodyLyrics4Q,What Do You Want From Me?,Cascada,,,,,,happy,positive
ML434,MoodyLyrics4Q,Let Love,Res,,,,,,relaxed,positive
ML435,MoodyLyrics4Q,The Invisible Man,Marillion,,,,,,sad,negative
ML436,MoodyLyrics4Q,66,Afghan Whigs,,,,,,happy,positive
ML437,MoodyLyrics4Q,Shell,Susie Suh,,,,,,relaxed,positive
ML438,MoodyLyrics4Q,Not the Same,Dinosaur Jr.,,,,,,sad,negative
ML439,MoodyLyrics4Q,I'm Gonna Getcha Good!,Shania Twain,,,,,,happy,positive
ML440,MoodyLyrics4Q,Part-Time Lover,Stevie Wonder,,,,,,happy,positive
ML441,MoodyLyrics4Q,Tahroja paperilla,Eppu Normaali,,,,,,sad,negative
ML442,MoodyLyrics4Q,Battery,Metallica,,,,,,angry,negative
ML443,MoodyLyrics4Q,Son,Juana Molina,,,,,,relaxed,positive
ML444,MoodyLyrics4Q,Your Only Doll (Dora),Laura Marling,,,,,,relaxed,positive
ML445,MoodyLyrics4Q,Joy To The World,Three Dog Night,,,,,,happy,positive
ML446,MoodyLyrics4Q,I Just Wanna Love U (Give It 2 Me),JAY-Z,,,,,,happy,positive
ML447,MoodyLyrics4Q,To The Music,Colder,,,,,,happy,positive
ML448,MoodyLyrics4Q,English Girl,Eagles of Death Metal,,,,,,happy,positive
ML449,MoodyLyrics4Q,Jump,Kris Kross,,,,,,happy,positive
ML450,MoodyLyrics4Q,Teen Angel,Mark Dinning,,,,,,sad,negative
ML451,MoodyLyrics4Q,Girls Just Want To Have Fun,Starfucker,,,,,,happy,positive
ML452,MoodyLyrics4Q,Christmas At Ground Zero,"""Weird Al"" Yankovic",,,,,,happy,positive
ML453,MoodyLyrics4Q,Johnny W.,Marius Müller-Westernhagen,,,,,,sad,negative
ML454,MoodyLyrics4Q,Demolishor,The Acacia Strain,,,,,,angry,negative
ML455,MoodyLyrics4Q,Assimilate,Skinny Puppy,,,,,,angry,negative
ML456,MoodyLyrics4Q,Me Ves Y Sufres,Hope of the States,,,,,,sad,negative
ML457,MoodyLyrics4Q,Nebel,Rammstein,,,,,,sad,negative
ML458,MoodyLyrics4Q,My Doorbell,The White Stripes,,,,,,happy,positive
ML459,MoodyLyrics4Q,Down Payment Blues,AC/DC,,,,,,angry,negative
ML460,MoodyLyrics4Q,Utopia,Goldfrapp,,,,,,relaxed,positive
ML461,MoodyLyrics4Q,Your Emotions,Dead Kennedys,,,,,,angry,negative
ML462,MoodyLyrics4Q,Angel Eyes,Jim Brickman,,,,,,relaxed,positive
ML463,MoodyLyrics4Q,For You,Sarah Blasko,,,,,,relaxed,positive
ML464,MoodyLyrics4Q,Je Veux Te Voir (Club-Club Version),Yelle,,,,,,happy,positive
ML465,MoodyLyrics4Q,Rip The Heart Out Of Me,Adema,,,,,,angry,negative
ML466,MoodyLyrics4Q,When I Look In Your Eyes,The Romantics,,,,,,happy,positive
ML467,MoodyLyrics4Q,Dead in Hollywood,Murderdolls,,,,,,angry,negative
ML468,MoodyLyrics4Q,(I Can't Get No) Satisfaction,Devo,,,,,,angry,negative
ML469,MoodyLyrics4Q,Exploited Barmy Army,Exploited,,,,,,angry,negative
ML470,MoodyLyrics4Q,Somebody,Midge Ure,,,,,,sad,negative
ML471,MoodyLyrics4Q,Remember Me,Qntal,,,,,,sad,negative
ML472,MoodyLyrics4Q,Gotta Serve Somebody,Bob Dylan,,,,,,relaxed,positive
ML473,MoodyLyrics4Q,Nothing Going On,Clawfinger,,,,,,angry,negative
ML474,MoodyLyrics4Q,Sweeter Love,Blue Six,,,,,,relaxed,positive
ML475,MoodyLyrics4Q,Let It Flow,Spiritualized,,,,,,relaxed,positive
ML476,MoodyLyrics4Q,You Burn First,Alexisonfire,,,,,,angry,negative
ML477,MoodyLyrics4Q,Dirty Mack,Ice Cube,,,,,,angry,negative
ML478,MoodyLyrics4Q,Time for Livin',Beastie Boys,,,,,,angry,negative
ML479,MoodyLyrics4Q,Sinister in a State of Hope,"Loney, dear",,,,,,relaxed,positive
ML480,MoodyLyrics4Q,Squeeze Me,Kraak & Smaak,,,,,,happy,positive
ML481,MoodyLyrics4Q,Kiss Off,Violent Femmes,,,,,,angry,negative
ML482,MoodyLyrics4Q,Shelter For My Soul,Bernard Fanning,,,,,,sad,negative
ML483,MoodyLyrics4Q,Morph The Cat,Donald Fagen,,,,,,relaxed,positive
ML484,MoodyLyrics4Q,Depression,Black Flag,,,,,,angry,negative
ML485,MoodyLyrics4Q,Sweet Talkin' Woman,Electric Light Orchestra,,,,,,happy,positive
ML486,MoodyLyrics4Q,Nasty Girl,Vanity 6,,,,,,happy,positive
ML487,MoodyLyrics4Q,Swim,In Flames,,,,,,happy,positive
ML488,MoodyLyrics4Q,I Wanna Go Back To Dixie,Tom Lehrer,,,,,,happy,positive
ML489,MoodyLyrics4Q,Constellations,Jack Johnson,,,,,,relaxed,positive
ML490,MoodyLyrics4Q,Bright,Low,,,,,,sad,negative
ML491,MoodyLyrics4Q,Baby,Stephen Lynch,,,,,,happy,positive
ML492,MoodyLyrics4Q,Hey Dude,Beatallica,,,,,,happy,positive
ML493,MoodyLyrics4Q,Palestina,Ministry,,,,,,angry,negative
ML494,MoodyLyrics4Q,You'd Be Surprised,Marilyn Monroe,,,,,,happy,positive
ML495,MoodyLyrics4Q,"No Mirror, No Shadow",New Model Army,,,,,,sad,negative
ML496,MoodyLyrics4Q,Sly,The Cat Empire,,,,,,happy,positive
ML497,MoodyLyrics4Q,The Living Sea,Monkey,,,,,,relaxed,positive
ML498,MoodyLyrics4Q,Sigma,Secret Garden,,,,,,relaxed,positive
ML499,MoodyLyrics4Q,I'd Rather,Luther Vandross,,,,,,relaxed,positive
ML500,MoodyLyrics4Q,O Pomar Das Laranjeiras,Madredeus,,,,,,sad,negative
ML501,MoodyLyrics4Q,Gift,Rocco DeLuca & The Burden,,,,,,sad,negative
ML502,MoodyLyrics4Q,Piss Angel,Pig Destroyer,,,,,,angry,negative
ML503,MoodyLyrics4Q,Don't Let Me Be Misunderstood,Eric Burdon,,,,,,angry,negative
ML504,MoodyLyrics4Q,In The House Of Stone And Light,Martin Page,,,,,,relaxed,positive
ML505,MoodyLyrics4Q,On Repeat,LCD Soundsystem,,,,,,happy,positive
ML506,MoodyLyrics4Q,Katharina,Fotos,,,,,,sad,negative
ML507,MoodyLyrics4Q,Drowning In Your Eyes,Ephraim Lewis,,,,,,relaxed,positive
ML508,MoodyLyrics4Q,Losing Sight,As I Lay Dying,,,,,,angry,negative
ML509,MoodyLyrics4Q,Devil Gate Drive,Suzi Quatro,,,,,,happy,positive
ML510,MoodyLyrics4Q,Feuer und Wasser,Rammstein,,,,,,sad,negative
ML511,MoodyLyrics4Q,On The Radio,The Concretes,,,,,,happy,positive
ML512,MoodyLyrics4Q,Ashes In The Fall,Rage Against the Machine,,,,,,angry,negative
ML513,MoodyLyrics4Q,Pool Party,The Aquabats,,,,,,happy,positive
ML514,MoodyLyrics4Q,"Honey Please, Can't Ya See",Barry White,,,,,,happy,positive
ML515,MoodyLyrics4Q,Use the Man,Megadeth,,,,,,angry,negative
ML516,MoodyLyrics4Q,Half In Love With Elizabeth,Mystery Jets,,,,,,happy,positive
ML517,MoodyLyrics4Q,Gutless,Hole,,,,,,angry,negative
ML518,MoodyLyrics4Q,Silver Shadow,Atlantic Starr,,,,,,relaxed,positive
ML519,MoodyLyrics4Q,I Just Want To Celebrate,Rare Earth,,,,,,happy,positive
ML520,MoodyLyrics4Q,He Is Sailing,Jon & Vangelis,,,,,,relaxed,positive
ML521,MoodyLyrics4Q,For the Damaged,Blonde Redhead,,,,,,angry,negative
ML522,MoodyLyrics4Q,This Is Not an Exit,Anthrax,,,,,,angry,negative
ML523,MoodyLyrics4Q,Peace Beneath the City,Iron & Wine,,,,,,relaxed,positive
ML524,MoodyLyrics4Q,The Invitation,The Black Heart Procession,,,,,,sad,negative
ML525,MoodyLyrics4Q,Ether,Nas,,,,,,angry,negative
ML526,MoodyLyrics4Q,Sleep Now in the Fire,Rage Against the Machine,,,,,,angry,negative
ML527,MoodyLyrics4Q,The Ice Hotel,Stacey Kent,,,,,,relaxed,positive
ML528,MoodyLyrics4Q,That's Good,Devo,,,,,,happy,positive
ML529,MoodyLyrics4Q,Can We Find A Reason?,Lenny Kravitz,,,,,,sad,negative
ML530,MoodyLyrics4Q,Mighty Healthy,Ghostface Killah,,,,,,angry,negative
ML531,MoodyLyrics4Q,We Suck Young Blood,Radiohead,,,,,,sad,negative
ML532,MoodyLyrics4Q,Tequila Makes Her Clothes Fall Off,Joe Nichols,,,,,,happy,positive
ML533,MoodyLyrics4Q,Thick As Thieves (2005 Version),Natalie Merchant,,,,,,sad,negative
ML534,MoodyLyrics4Q,House on the Hill,Beach House,,,,,,relaxed,positive
ML535,MoodyLyrics4Q,You're Pretty When I'm Drunk,Bloodhound Gang,,,,,,happy,positive
ML536,MoodyLyrics4Q,Bittersweet,Apocalyptica,,,,,,sad,negative
ML537,MoodyLyrics4Q,Friend Like Me,Robin Williams,,,,,,happy,positive
ML538,MoodyLyrics4Q,Just Another High,Roxy Music,,,,,,sad,negative
ML539,MoodyLyrics4Q,Senses Working Overtime,XTC,,,,,,angry,negative
ML540,MoodyLyrics4Q,Ebony Tears,Cathedral,,,,,,sad,negative
ML541,MoodyLyrics4Q,"Cecille, My Love",J. Tillman,,,,,,relaxed,positive
ML542,MoodyLyrics4Q,Round And Round,Jagged Edge,,,,,,relaxed,positive
ML543,MoodyLyrics4Q,Dizzy,Jimmy Eat World,,,,,,sad,negative
ML544,MoodyLyrics4Q,Angels Fall First,Nightwish,,,,,,sad,negative
ML545,MoodyLyrics4Q,Wound In My Heart,Propaganda,,,,,,relaxed,positive
ML546,MoodyLyrics4Q,Seems To Be on My Mind,Suburban Kids With Biblical Names,,,,,,happy,positive
ML547,MoodyLyrics4Q,The Wexford Carol,Celtic Woman,,,,,,relaxed,positive
ML548,MoodyLyrics4Q,Everybody's Got A Ticket To Ride Except For Me And My Lightning,Beatallica,,,,,,happy,positive
ML549,MoodyLyrics4Q,Babyfather,Sade,,,,,,relaxed,positive
ML550,MoodyLyrics4Q,Flagpole Sitta,Harvey Danger,,,,,,happy,positive
ML551,MoodyLyrics4Q,If It's The Beaches,The Avett Brothers,,,,,,sad,negative
ML552,MoodyLyrics4Q,Penses-Donc (Tu Es Seule),Julie Doiron,,,,,,sad,negative
ML553,MoodyLyrics4Q,The Company Dime,The Get Up Kids,,,,,,happy,positive
ML554,MoodyLyrics4Q,The Predator,Ice Cube,,,,,,angry,negative
ML555,MoodyLyrics4Q,Evil in a Closet,In Flames,,,,,,sad,negative
ML556,MoodyLyrics4Q,More Than This,Vanessa Carlton,,,,,,relaxed,positive
ML557,MoodyLyrics4Q,I Turned You Down,Riverside,,,,,,sad,negative
ML558,MoodyLyrics4Q,Where've You Been,Kathy Mattea,,,,,,sad,negative
ML559,MoodyLyrics4Q,Water Shows the Hidden Heart,Enya,,,,,,relaxed,positive
ML560,MoodyLyrics4Q,Sailor,Hem,,,,,,relaxed,positive
ML561,MoodyLyrics4Q,It Keeps You Runnin',The Doobie Brothers,,,,,,relaxed,positive
ML562,MoodyLyrics4Q,Everything Sucks,Dope,,,,,,angry,negative
ML563,MoodyLyrics4Q,Irresponsible Hate Anthem,Marilyn Manson,,,,,,angry,negative
ML564,MoodyLyrics4Q,Soho Nights,The Puppini Sisters,,,,,,happy,positive
ML565,MoodyLyrics4Q,Echodyne Harmonic,Sparta,,,,,,relaxed,positive
ML566,MoodyLyrics4Q,Tequila,The Champs,,,,,,happy,positive
ML567,MoodyLyrics4Q,Ace of Spades,Motorhead,,,,,,angry,negative
ML568,MoodyLyrics4Q,Lay It Down,Cowboy Junkies,,,,,,relaxed,positive
ML569,MoodyLyrics4Q,Bad Girl ,Black Buddafly,,,,,,happy,positive
ML570,MoodyLyrics4Q,Something About You,Level 42,,,,,,happy,positive
ML571,MoodyLyrics4Q,You Really Got Me,Kinks,,,,,,angry,negative
ML572,MoodyLyrics4Q,Oops!...I Did It Again,Britney Spears,,,,,,happy,positive
ML573,MoodyLyrics4Q,The Promise,The Cure,,,,,,angry,negative
ML574,MoodyLyrics4Q,Tears of Laughter,Diary of Dreams,,,,,,sad,negative
ML575,MoodyLyrics4Q,Not Fair,Kate Havnevik,,,,,,relaxed,positive
ML576,MoodyLyrics4Q,Hollaback Girl,Gwen Stefani,,,,,,happy,positive
ML577,MoodyLyrics4Q,The Everlasting,Manic Street Preachers,,,,,,sad,negative
ML578,MoodyLyrics4Q,Downtown,Peaches,,,,,,happy,positive
ML579,MoodyLyrics4Q,Middle of the Day,The Polyphonic Spree,,,,,,sad,negative
ML580,MoodyLyrics4Q,Sacrifice,London After Midnight,,,,,,sad,negative
ML581,MoodyLyrics4Q,A Place In The Sun,Stevie Wonder,,,,,,relaxed,positive
ML582,MoodyLyrics4Q,The Wine Song,The Cat Empire,,,,,,happy,positive
ML583,MoodyLyrics4Q,Butterfly,Donavon Frankenreiter,,,,,,relaxed,positive
ML584,MoodyLyrics4Q,The Dark Of the Sun,Tom Petty And The Heartbreakers,,,,,,relaxed,positive
ML585,MoodyLyrics4Q,War Pigs,Ozzy Osbourne,,,,,,angry,negative
ML586,MoodyLyrics4Q,Childhood,Beach House,,,,,,relaxed,positive
ML587,MoodyLyrics4Q,The Shadow Proves The Sunshine,Switchfoot,,,,,,relaxed,positive
ML588,MoodyLyrics4Q,Cigarette,Ben Folds Five,,,,,,sad,negative
ML589,MoodyLyrics4Q,I Wanna Be Me,The Sex Pistols,,,,,,angry,negative
ML590,MoodyLyrics4Q,The Twist,Chubby Checker,,,,,,happy,positive
ML591,MoodyLyrics4Q,Everybody Loves The Sunshine,Incognito,,,,,,relaxed,positive
ML592,MoodyLyrics4Q,Shake Yer Dix,Peaches,,,,,,happy,positive
ML593,MoodyLyrics4Q,Soul in Isolation,The Chameleons,,,,,,sad,negative
ML594,MoodyLyrics4Q,What the Snowman Learned About Love,Stars,,,,,,relaxed,positive
ML595,MoodyLyrics4Q,So What,The Anti-Nowhere League,,,,,,angry,negative
ML596,MoodyLyrics4Q,Suck and Let Go,Peaches,,,,,,happy,positive
ML597,MoodyLyrics4Q,Illegal i Song,Velvet Revolver,,,,,,angry,negative
ML598,MoodyLyrics4Q,Chain Hang Low,Jibbs,,,,,,happy,positive
ML599,MoodyLyrics4Q,I Run Away,Britney Spears,,,,,,sad,negative
ML600,MoodyLyrics4Q,Swan Matches,Grand Archives,,,,,,relaxed,positive
ML601,MoodyLyrics4Q,Pluto,Björk,,,,,,angry,negative
ML602,MoodyLyrics4Q,Revelation,Brain Drill,,,,,,angry,negative
ML603,MoodyLyrics4Q,I Tried,Anthony Hamilton,,,,,,relaxed,positive
ML604,MoodyLyrics4Q,Pull Up To The Bumper,Grace Jones,,,,,,happy,positive
ML605,MoodyLyrics4Q,Wind It Up,Gwen Stefani,,,,,,happy,positive
ML606,MoodyLyrics4Q,Insomnia (Revised Album Version),Tyler Hilton,,,,,,relaxed,positive
ML607,MoodyLyrics4Q,Ban The Tube Top,Reel Big Fish,,,,,,happy,positive
ML608,MoodyLyrics4Q,Rough Around The Edges,Teitur,,,,,,relaxed,positive
ML609,MoodyLyrics4Q,Demon Days,Gorillaz,,,,,,relaxed,positive
ML610,MoodyLyrics4Q,China Roses,Enya,,,,,,relaxed,positive
ML611,MoodyLyrics4Q,Cemetery Gates,Pantera,,,,,,angry,negative
ML612,MoodyLyrics4Q,Loose Heart,Riverside,,,,,,sad,negative
ML613,MoodyLyrics4Q,Look What You're Doin' To Me ,Jazzanova,,,,,,relaxed,positive
ML614,MoodyLyrics4Q,Brecon Beacons,Supergrass,,,,,,happy,positive
ML615,MoodyLyrics4Q,Bleak,Opeth,,,,,,sad,negative
ML616,MoodyLyrics4Q,White Cluster,Opeth,,,,,,sad,negative
ML617,MoodyLyrics4Q,Of Walking Abortion,Manic Street Preachers,,,,,,angry,negative
ML618,MoodyLyrics4Q,Flexin',Shop Boyz,,,,,,happy,positive
ML619,MoodyLyrics4Q,Sweet Child O' Mine,Guns N' Roses,,,,,,happy,positive
ML620,MoodyLyrics4Q,Gimmie Gimmie Gimmie,Black Flag,,,,,,angry,negative
ML621,MoodyLyrics4Q,Pictures,Timo Maas,,,,,,happy,positive
ML622,MoodyLyrics4Q,Zero-Sum,Nine Inch Nails,,,,,,sad,negative
ML623,MoodyLyrics4Q,The Girl From Ipanema,Astrud Gilberto,,,,,,relaxed,positive
ML624,MoodyLyrics4Q,What You Waiting For?,Franz Ferdinand,,,,,,happy,positive
ML625,MoodyLyrics4Q,Kiss N Tell,Ke$ha,,,,,,happy,positive
ML626,MoodyLyrics4Q,Lyin' Ass Bitch,Fishbone,,,,,,happy,positive
ML627,MoodyLyrics4Q,Would You...?,Touch and Go,,,,,,happy,positive
ML628,MoodyLyrics4Q,Anticipating,Britney Spears,,,,,,happy,positive
ML629,MoodyLyrics4Q,Killing In The Name,Rage Against the Machine,,,,,,angry,negative
ML630,MoodyLyrics4Q,Waiting For You,Cult of Luna,,,,,,sad,negative
ML631,MoodyLyrics4Q,Sea Breeze,Tyrone Wells,,,,,,relaxed,positive
ML632,MoodyLyrics4Q,Captive Honour,Megadeth,,,,,,angry,negative
ML633,MoodyLyrics4Q,Heaven's Gonna Burn Your Eyes,Thievery Corporation,,,,,,relaxed,positive
ML634,MoodyLyrics4Q,Right Side Of My Brain,The-Dream,,,,,,sad,negative
ML635,MoodyLyrics4Q,Walking,Tindersticks,,,,,,sad,negative
ML636,MoodyLyrics4Q,Milk Lizard,The Dillinger Escape Plan,,,,,,angry,negative
ML637,MoodyLyrics4Q,Smokestack Lightning,Howlin' Wolf,,,,,,angry,negative
