song_id,dataset,title,artist,genre,arousal_mean,arousal_std,valence_mean,valence_std,emotion_4Q,emotion_2Q,lyrics,language
ML1917,MoodyLyrics4Q,Heir Apparent,Opeth,Progressive Metal,,,,,angry,negative,"[Refrain] Long days, slow waste Sew lies, sow hate  [Verse 1] So many years to clean the slate Endless despair within its wake His touch soiling what used to be clean His gaze burning on the edge of our dreams No more  [Refrain] Long days, long days  [Verse 2] And again he rides in It's September and he covets the gullible Skeletal wish hunter A thousand lies, cast from the throne of secrecy Hear him spewing forth a meaning to miserable lies See the twisted hand of doubt seal the affair The insect trust believer Your body - a vehicle to house his disease  [Verse 3] Pearls before swine, they are nothing but blind Submit to nothing and swallow my spit of scorn Invisible king, dying Procession of woe, struck down by sorrow A burden so great weighs heavy on old and withered beliefs The swift solution crumbles Beneath the mock notes of a masterpiece Death in his eyes, waiting Spiraling judgment, provoked in the rains  [Bridge] This futile test drowned in the levee of deception This futile test drowned in the levee of deception  [Outro] In the year of his sovereign Rid us of your judgment Heir Apparent",en
ML1920,MoodyLyrics4Q,Find A Way,Dwele,Soul,,,,,relaxed,positive,"[Intro] Mmm, oh, oh, oh, oh yeah Oh, oh, oh, oh Oh, oh, oh, oh  [Verse 1] It used to be we would be the best of all friends It turned to be L-O-V-E and I was your man So you was my Lady friend, we spent time I found a way to be by your side Through the ins and outs, the wrongs and rights After a while of bein' settled down, I didn't know how To keep the love, 'cause I was young, I wish I knew then what I know now I wouldn't let you go, I swear I would've made this love grow I spent a lot of time and a lot of dough Tryin' to match what we had and now I, I  [Chorus] I was hopin' we could find a way (Said I was hopin' we could find a way) To have what we had again today (To have what we had again today) Though it's been some time since you and I (Woah, woah, woah) It wouldn't hurt to try (Hurt to try) To find our love  [Verse 2] Wish that I would have known the treasures I'd found I didn't know until you left, I loved your smile Just the other day, your girl said that you can't stand me I know you don't mean that, can't we Just slow down a minute and talk it out? I've been in my share of love since then Don't know about what you've been through But nothin compares to What we had All I know is I need you back And I know that you need me back Baby, let's try again to find our love, oh, oh  [Chorus] I was hopin' we could find a way (Yeah, baby) To have what we had again today (Again today, yeah) Though it's been some time since you and I (Oh, yeah, yeah) It wouldn't hurt to try (Hurt to try) To find our love (Oh, no, no, no) I was hopin' we could find a way (Nah, nah) To have what we had again today (To have what we had again) Though it's been some time since you and I (It's too long) It wouldn't hurt to try (It wouldn't hurt to try, yeah) To find our love (Oh baby)  [Bridge] I can't forget (I can't forget) The times we shared Didn't know love until love was gone (Oh, oh) 'Til I moved on ('Til I moved on) Now I'm right back to square one again (Oh, oh, oh)  [Chorus] I was hopin' we could find a way (I was hopin' we could find a way) To have what we had again today (Oh, oh baby) Though it's been some time since you and I It wouldn't hurt to try (It wouldn't hurt to try) To find our love (To find our love, yeah) I was hopin' we could find a way (I was hopin' we could find a way) To have what we had again today (Have what we had again, baby) Though it's been some time since you and I (Oh, no, no) It wouldn't hurt to try (Hurt to try) To find our love (Hurt to try)  [Outro] Baby, oh, no, babe Find our love, baby Find our love, baby, mmm",en
ML1921,MoodyLyrics4Q,What'd I Say,Ray Charles,R&B,,,,,happy,positive,"Hey mama, don't you treat me wrong Come and love your daddy all night long Alright now, hey hey, alright  See the girl with the diamond ring She knows how to shake that thing Alright now now now, hey hey, hey hey  Tell your mama, tell your pa I'm gonna send you back to Arkansas Oh yes, ma'am, you don't do right, don't do right Ah, play it, boy  [Instrumental Break]  When you see me in misery Come on, baby, see about me Now yeah, hey, hey, alright  See the girl with the red dress on She can do the Birdland all night long Yeah, yeah, what'd I say? Alright  Well, tell me what'd I say, yeah Tell me what'd I say right now Tell me what'd I say Tell me what'd I say right now Tell me what'd I say Tell me what'd I say, yeah And I wanna know Baby, I wanna know right now And-a I wanna know Said I wanna know right now, yeah Said I wanna know Said I wanna know, yeah  *chatter* (Come on, come on) Nah, I got—, I, I, I, I— *chatter* (We don't wanna stop, stop, do it again) Wait, wait, wait, wait a minute, alright, alright, wait a minute, wait a minute Wait, hold, hold it, hold, hold it, hold it  Yeah (Nah) Oh (Oh) Ah (Ah) Oh (Oh) Ah (Ah) Oh (Oh)  Oh, one more time (Just one more time) Say it one more time right now (Just one more time) Say it one more time now (Just one more time) Say it one more time, yeah (Just one more time) Say it one more time (Just one more time) Say it one more time, yeah (Just one more time)  Ah (Ah) Ho (Ho) Huh (Huh) Ho (Ho) Huh (Huh) Huh (Ho)  Ah! Make me feel so good (Make me feel so good) Make me feel so good now, yeah (Make me feel so good) Whoa, baby (Make me feel so good) Make me feel so good, yeah (Make me feel so good) Make me feel so good (Make me feel so good) Make me feel so good, yeah (Make me feel so good)  Ah (Ah) Ho (Ho) Huh (Huh) Ho (Ho) Huh (Huh) Huh (Ho)  Ah, it's alright (Baby, it's alright) Said that it's alright right now (Baby, it's alright) Said that it's alright (Baby, it's alright) Said that it's alright, yeah (Baby, it's alright) Said that it's alright (Baby, it's alright) Said that it's alright (Baby, it's alright) Whoa, shake that thing now (Baby, shake that thing) Baby, shake that thing now now (Baby, shake that thing) Baby, shake that thing (Baby, shake that thing) Baby, shake that thing right now (Baby, shake that thing) Baby, shake that thing (Baby, shake that thing) Baby, shake that thing (Baby, shake that thing) Whoa, I feel alright now, yeah (Make me feel alright) Said I feel alright now (Make you feel alright) Whoa (Make me feel alright) Tell you I feel alright, yeah (Make you feel alright) Said I feel alright (Make me feel alright) Said I feel alright (Make you feel alright)",en
ML1922,MoodyLyrics4Q,Home,Above & Beyond,Trance,,,,,relaxed,positive,"[Verse 1] Here I come to find myself, catch the tide Looking for a peace at the end of the line Sometimes I can't help myself feel this high I'm all at sea, and so unwise  [Instrumental Break]  [Verse 2] I'm so afraid I'd lose your love as time goes by But courage is a fire and a beacon so bright The sunset builds a memory, our love signed And all I see become a lie  [Chorus] Will I wash away? Turning like a stone I need a place where I belong Call the setting sun to throw me down the road And take me to a place called home  [Instrumental Break]  [Verse 3] I close my eyes, I know you're there, love of mine Standing on the shore in a world I designed The sunset fires a lonely flare into the sky And all I see, we say goodbye  [Chorus] Will I wash away? Turning like a stone I need a place where I belong Call the setting sun to throw me down the road And take me to a place called home  [Instrumental Break]  [Chorus] Looking for a place called home  [Instrumental Break]  [Chorus] Will I wash away? Turning like a stone I need a place where I belong Call the setting sun to throw me down the road And take me to a place called home",en
ML1923,MoodyLyrics4Q,Misery Machine,Marilyn Manson,Alternative Metal,,,,,angry,negative,"[Intro] I would like to face reality, let me tell you there's over three-thousand groups operating in this country today and the number is growing. As Christians we gotta take on the armor of Christ and go to battle against Satan  [Verse 1] Man in the front got a sinister grin Careen down highway 666 We wanna go, crush the slow As the pitchfork bends the needles grow  [Chorus] My arms are wheels, my legs are wheels My blood is pavement We're gonna ride to the abbey of Thelema, to the abbey of Thelema Blood is pavement Yeah  [Verse 2] Grill in the front is my sinister grin Bugs in my teeth make me sick, sick, sick The objects may be larger than They appear in the mirror  [Chorus] My arms are wheels, my legs are wheels Blood is pavement We're gonna ride to the abbey of Thelema, to the abbey of Thelema Blood is pavement!  [Post-Chorus] When you ride, you're ridden When you ride, you're ridden  [Interlude] Beep beep, beep beep His horn went beep beep beep  [Bridge] I am fueled by filth and fury Do what I will, I will hurry there, there  [Chorus] Yeah! My arms are wheels, my legs are wheels My blood is pavement My arms are wheels, my legs are wheels My blood is pavement, yeah Fuck it My arms are wheels, my legs are wheels My blood is pavement My arms are wheels, my legs are wheels My blood is pavement, pavement, pavement! Yeah, yeah, yeah! Yeah, yeah, yeah!  [Outro] Go home to your mother! Doesn't she ever watch you!? Tell her this isn't some Communist day-care center! Tell your mother I hate her! Tell your mother I hate you!  [Phone Ringing]  I want my son off of your mailing list, I have already contacted the post office about your pornographic material that is being received in the mail, my next stop is my attorney. I do not want this number called anymore, and I do not want anything delivered to my address. If I receive anything else from this band, or this group, my next phone call will be my attorney, and you will be contacted. Thank you and good-bye!",en
ML1924,MoodyLyrics4Q,Arms Against Atrophy,Titus Andronicus,Indie,,,,,angry,negative,"A band trip dance - what could be the harm But a six week vacation from the use of my right arm It was just the two hits I remember nothing more Only Alex hitting the switch and me hitting the floor We're taking this lying down The one thing I can stand up for is resting supine on the ground Mr. McDermott, won't you help me to my feet Because the drumline's going wild in the San Francisco streets  The long walk home, is an hour and a half But it quickly turns to three or four with stops at every underpass But by June 22nd, I have done the math That's a hundred and five liters I'll consume of Dr. Path Some girls will tell their secrets to anyone The word ""love"" gets thrown around a lot near graduation So please don't whisper sweet nothings in my ear When the sound of shredding vocal chords is what I want to hear Because we're going to San Francisco and I forget to wear some flowers in my hair  She's got a secret surname that nobody knows with the most gorgeous hyphen You wouldn't believe the way it glows And I'm the only one who gets to see it way up close So the rest of you can stick it up your nose  Last night, I had the strangest dream that I have ever known My mother, in a fit of rage, chases me from our home My mother, the murderer holds me down in the road She's got the nail clippers at my throat  Even though things lately may have been real horror-show I'm wishing I was back in-utero I'd like to go back to the way that things were before, but apparently I'm looking at physical therapy It won't be exactly how it used to be It ain't hard to see that it's not that way Not that way anymore Jesus Christ is suffering upon his cross tonight I just sit outside waiting for frost to bite ""It's always this way,"" she says on her way out the door Wait and see The rest is yet to reveal itself to me",en
ML1925,MoodyLyrics4Q,Fighting for a Lost Cause,Antimatter,Ambient,,,,,sad,negative,"And there it is, as pure as snow I couldn't see it for my head was too low And prying eyes, they stoop too low Poisoning my soul, as sanity waits in the gallows  Defeated I, fighting for a lost cause Depleted I, dying for the wrong cause  These are the hours on the range The more you show them The more they choose to take away  Defeated I, fighting for a lost cause Depleted I, dying for the wrong cause  Some things never change in the wings And as it's your war There'll be no escape at all  Defeated I, fighting for a lost cause Depleted I, dying for the wrong cause",en
ML1928,MoodyLyrics4Q,Take Good Care,Liv Kristine,Metal,,,,,relaxed,positive,When the sun was down I opened my eyes And I looked around All the stars were bound To fall from the sky I would make no sound Take good care Take good care I can hold you And console you I can show you another rainbow Take good care - I can make you one I can hold you Like I told you I can fold you another rainbow Take good care - I can make you one Where's that distant light ? There used to be one Once we used to lie Under the sun All the things that I Would treasure have gone Now I'm satisfied I can hold you And console you I can show you another rainbow Take good care - I can make you one I can hold you Like I told you I can fold you another rainbow Take good care - I can make you one,en
ML1929,MoodyLyrics4Q,Brick,Ben Folds Five,Alternative Rock,,,,,sad,negative,"[Verse 1] 6:00am, day after Christmas I throw some clothes on in the dark The smell of cold, car seat is freezing The world is sleeping, I am numb  [Verse 2] Up the stairs to her apartment She is balled up on the couch Her mom and dad went down to Charlotte They're not home to find us out  [Pre-Chorus] And we drive Now that I have found someone I'm feeling more alone Than I ever have before  [Chorus] She's a brick and I'm drowning slowly Off the coast and I'm headed nowhere She's a brick and I'm drowning slowly  [Verse 3] They call her name at 7:30 I pace around the parking lot Then I walk down to buy her flowers And sell some gifts that I got  [Pre-Chorus] Can't you see It's not me you're dying for? Now she's feeling more alone Than she ever has before  [Chorus] She's a brick and I'm drowning slowly Off the coast and I'm headed nowhere She's a brick and I'm drowning slowly  [Bridge] As weeks went by, it showed that she was not fine They told me, ""Son, it's time to tell the truth"" And she broke down and I broke down 'Cause I was tired of lying  [Verse 4] Driving back to her apartment For the moment, we're alone Yeah, she's alone, and I'm alone And now I know it  [Chorus] She's a brick and I'm drowning slowly Off the coast and I'm headed nowhere She's a brick and I'm drowning slowly",en
ML1930,MoodyLyrics4Q,Monkey Man,Amy Winehouse,Soul,,,,,happy,positive,"Ay, ay, ay, ay, ay, ay Hugging up the big monkey man Ay, ay, ay, ay, ay, ay Hugging up the big monkey man  Never saw you, I only heard of you Hugging up the big monkey man I never saw you, I only heard of you Hugging up the big monkey man  It's your lie, it's your lie Hugging up the big monkey man It's your lie, it's your lie Hugging up the big monkey man  Now I know that, now I understand Hugging up the big monkey man Now I know that, now I understand Hugging up the big monkey man  La-la-la, la-la-la Hugging up the big monkey man La-la-la, la-la-la Hugging up the big monkey man  Ay, ay, ay, ay, ay, ay Hugging up the big monkey man Ay, ay, ay, ay, ay, ay Hugging up the big monkey man  Never saw you, I only heard of you Hugging up the big monkey man I never saw you, I only heard of you Hugging up the big monkey man  It's your lie, it's your lie Hugging up the big monkey man It's your lie, it's your lie Hugging up the big monkey man  Now I know that, now I understand Hugging up the big monkey man Now I know that, now I understand Hugging up the big monkey man  La-la-la, la-la-la Hugging up the big monkey man La-la-la, la-la-la Hugging up the big monkey man",en
ML1931,MoodyLyrics4Q,Photograph,Air,Lounge,,,,,relaxed,positive,God would like to own your autograph The angels cry to have your photograph  As if you were all sweetness and light As fortune favours fools by candle light  God would like to own your autograph The angels fight over your photograph  Put your record on the phonograph Look at your position on the map,en
ML1932,MoodyLyrics4Q,GRIEF,DIR EN GREY,Metal,,,,,angry,negative,"Blood tastes like vanilla Shut up! That's fucking bullshit  Fuck off, fuck off もっともらしい顔して あざむくことしか頭にない猿 さあ盲人に問う答えろ Fuck off, fuck off Fuck off, fuck off Fuck off... Blood tastes like vanilla  Shut up! That's fucking bullshit  狡猾の銃が鳴り響く　Headless body (Blood tastes like vanilla) 狡猾の銃が鳴り響く　Headless body (Blood tastes like vanilla) そうさ笑い狂え　I'm damned  Fuck off, fuck off もっともらしい言葉で すかした顔して否定してんだろ さあ消える時間だ祈れよ Fuck off, fuck off Fuck off, fuck off Blood tastes like vanilla  Shut up! That's fucking bullshit  狡猾の銃が鳴り響く　Headless body (Blood tastes like vanilla) 狡猾の銃が鳴り響く　Headless body (Blood tastes like vanilla) そうさ笑い狂え　I'm damned  I say destroy, fuck off I say destroy, fuck off (Blood tastes like vanilla)  何故だ…　真実を感じずに生きる 何処に愛があるのかさえ─  Shut up! Shut up! Shut up! Shut up! Shut up! Shut up!  狡猾の銃が鳴り響く　Headless body (Blood tastes like vanilla) 狡猾の銃が鳴り響く　Headless body (Blood tastes like vanilla) そうさ笑い狂え　I'm damned  Shut up! That's fucking bullshit Shut up! That's fucking bullshit Blood tastes like vanilla, blood tastes like vanilla Blood tastes like vanilla Blood tastes like vanilla, blood tastes like vanilla Blood tastes like vanilla",en
ML1933,MoodyLyrics4Q,Animal,Pearl Jam,Grunge,,,,,angry,negative,"[Intro] One, two, three, four, five against one Five, five against one I said one, two, three, four, five against one Fi-five, five, five, five against  [Verse 1] Torture from you to me, yeah Abducted from the street, and, uh  [Chorus] I'd rather be, I'd rather be with I'd rather be with an animal, oohh  [Post-Chorus] Rah!  [Verse 2] Why would you wanna hurt me? Oh! Oh, so frightened of your pain  [Chorus] I'd rather be, I'd rather be with I'd rather be with an animal I'd rather be, I'd rather be I'd rather be with an animal  [Post-Chorus] Huh! Five, five against one, said  [Chorus] I'd rather be, I'd rather be with I'd rather be with an animal I'd rather be, I'd rather be I'd rather be with an animal  [Outro] Said one, two, three, four, five against one Fi-five, five, five, f-five against, five against One, two, three, four, five against one Fi-five, five, five, five against one, said",en
ML1934,MoodyLyrics4Q,This House Is Not For Sale,Ryan Adams,Alternative Country,,,,,relaxed,positive,"[Verse 1] Tell 'em that the house is not for sale We're still livin' here, how come nobody can tell? They're taking all the furniture, movin' our things Come on little honey, put your head on my knee Tell 'em that the house is not for sale  [Chorus] And calm down, calm down, calm down Calm down, calm down, calm down  [Verse 2] Do you remember when we even bought this thing? I danced you across the wooden floor and Then you signed the lease What happened in the car that night? What happened in the car that night? Tell 'em that the house is not for sale  [Chorus] Calm down, calm down, calm down Calm down, calm down, calm down Calm down  [Verse 3] Tell 'em that the house is not for sale We could grab a couple sheets, yeah and give 'em quite a scare I remember lyin' on the bedroom floor You were holding me honey, kissing my soul Tell 'em that the house is not for sale  [Chorus] And calm down, calm down, calm down Calm down, calm down, calm down Calm down Calm down",en
ML1935,MoodyLyrics4Q,Father Time,Lloyd Banks,Hip-Hop,,,,,angry,negative,"[Hook] Yeah they see me moving They gonna need to stop, drop Off the face of Earth but, I'mma make it pop, hot These niggas are not, now Watch me take my spot Got money got power and respect baby I just hope times on my side I've been trying all my life Every block someones dying Always high, here's our life, come inside  [Verse 1] Energy's my ammunition, like AK shells So think about that when you plan on dissing, go straight to hell Bred to be balling since a baby kicking I had the smell, brand new money ladies sniffing, they take a L I take a shit on rappers all it's worth Can't die over, must conquer the world first Like a monster to media on my beautiful girls search High and low I am no thing you tamper with Made the plan you should cancel it, make examples I trample shit Drop your hair I am cancerous, answer this, who can handle this? Scandalous, I dismantle these ants and piss on a trucer You think I seen the future, how I wham, quick recouper Fire hand, wham turn a brand new man, big producer Gift from heaven, living legend and I come from Queens Robbing leggin' 3-5-7 in my fucking jeans Suffering and fucked up schemes Twin Bentleys matching beamers on a couple beams Try my sentencing  [Hook] Yeah they see me moving They gonna need to stop, drop Off the face of Earth but, I'mma make it pop, hot These niggas are not, now Watch me take my spot Got money got power and respect baby I just hope times on my side I've been trying all my life Every block someones dying Always high, here's our life, come inside  [Verse 2] Murdered half of y'all on my mixtapes Come wrapped up in my wrath Now I'm laughing look at your rib cage Your ass been in a slump Cum blasting all in your bitch face Success is what they want Tongue lashing will get your shit sprayed Have it how you want, blood bath I'm a sharpened switchblade You'll be smiling for life Love flashing I got the shit made Forget where I'm at, now I passed 'em around the sixth grade Passion for my profession outlast anyone you could name Hood fame got me riding in wood grain Look lame, Staten, Harlem to Brooklyn They know I'm cooked 'caine took aim rappin would bang I could change, but this sport ain't a good game I'm strapping sir, back seat in the passenger, semi-auto massacre Shopping while I laugh at you, rappers feed my appetite Metaphors will tackle you, these niggas ain't half as nice Playboy in my afterlife, real nigga with cash and ice Drop the bread pass the dice, hope I crack twice  [Hook] Yeah they see me moving They gonna need to stop, drop Off the face of Earth but, I'mma make it pop, hot These niggas are not, now Watch me take my spot Got money got power and respect baby I just hope times on my side I've been trying all my life Every block someones dying Always high, here's our life, come inside",en
ML1936,MoodyLyrics4Q,You're The One,SWV,Pop,,,,,happy,positive,"[Spoken] You're-the one-for-me  [Intro] (You're the one for me) You're the one (You can call on me) Oh, yes (Is all I want us to be) Oh, yeah (You're the one for me)  [Verse 1] I know that you're somebody else's guy But these feelings that I have for you I can't deny She doesn't treat you the way you want her to So come on stop running, I wanna get with you  [Pre-Chorus] What your girl don't know won't hurt her Anything to make this love go further  [Chorus] You're the one (You're the one for me) When in need (You can call on me) When in love (Is all I want us to be) Cause you're the one (You're the one for me)  [Verse 2] This can be an undercover romance Cause I feel that I'm the type of girl You should give a chance Taste and see ( taste and see ) How good it can be ( how good it can be ) Cause you don't have to worry, baby  [Pre-Chorus] What your girl don't know won't hurt her Anything to make this love go further  [Chorus] You're the one (You're the one for me) When in need (You can call on me) When in love (Is all I want us to be) Cause you're the one (You're the one for me)  [Bridge] So what's my chance (I'm willing to do anything to get) In your pants (You don't have to worry, I won't) Say a thing (And if she finds out, I don't) Know nothing, oh no (No, no)  [Chorus] You're the one (You're the one for me) When in need (You can call on me) When in love (Is all I want us to be) Cause you're the one (You're the one for me)  [Segue] You're the one for me When in love you need You're the one for me When in love you need  [Chorus] You're the one (You're the one for me) When in need (You can call on me) When in love (Is all I want us to be) Cause you're the one (You're the one for me)",en
ML1937,MoodyLyrics4Q,Oh Girl,Cut Off Your Hands,,,,,,happy,positive,"Oh Girl I want to see you tonight Oh it's been days since I held your hand you know It feels like years if you understand  Oh girl Can you come over to my house? Oh we can do things that we've never done We can just talk it can be such fun  Oh darling Oh won't you come and stand next to me Oh let me whisper in you ear People see then, I don't care  Oh girl Can you come over tonight Oh tell me those words that I want to hear You can just whisper in my ear..  Don't you know that life depends on a night with only you? Don't you think that you'd like to stay with me, too? Because you can if you just take my hand Come on girl, I'm waiting here for you Because you can if you just take my hand You know that it's true..  Oh Girl The way you look it just blows my mind All that I want is to be next to you So tell me babe, what time's best for you  Oh Darling Can you come over to my house? Oh we can do things that we've never done We can just talk it can be such fun  Don't you know that life depends on a night with only you Don't you think that you'd like to stay with me, too Because you can if you just take my hand Come on girl, I'm waiting here for you Because you can if you just take my hand You know that it's true..  Oh-oh-oh  Don't you know that life depends on a night with only you? Don't you think that you'd like to stay with me, too Because you can if you just take my hand Come on girl, I'm waiting here for you Because you can if you just take my hand You know that it's true..  Oh Girl I want to see you tonight Oh it's been days since I held your hand you know It feels like years since you understand  Oh girl Can you come over to my house? Oh tell me those words that I want to hear You can just whisper in my ear..  Oh Girl..",en
ML1938,MoodyLyrics4Q,Together We're Both Alone,Nicole Atkins,,,,,,relaxed,positive,"I am raising a flag, I am just too tired now to fight It's white and it's waving, can't we save this for another night? I used to be afraid, but now I crave the quiet Together we are both alone, but I don't mind I'll dream of something to try and make us alright To make us alright  Baby, put your arms down They're machines that can't be fixed no more 'Cause when the alarm sounds I'll be right here waiting at your door We'll sit up on the bed for a while Together we are both alone, but we don't mind We'll dream of something to try and make us alright To make us alright, it's alright, it's alright To make us alright, it's alright, it's alright  But the dawn is trouble When I close my eyes, you never go away I've tried everything, still you won't change Is it better if you go?  But the ending doesn't matter One hundred days and then the suffering stops Running faster through this Hope to save your heart before it drops And you can never say I didn't try Together we are both alone, but I don't mind I dreamt of everything, I tried to make us alright  It's all right, it's all right, it's all right, it's all right It's all right, it's all right, it's all right, it's all right It's all right, it's all right, it's all right, it's all right It's all right, it's all right, it's all right, it's all right Together we are both alone, but I don't mind Together we are both alone, but I don't mind Together we are both alone, but I don't mind Together we are both alone, but I don't mind",en
ML1939,MoodyLyrics4Q,Houses of Cards,Zeromancer,,,,,,sad,negative,How can you stand there and deny it? After all we have been through How can you stand there and deny it? And make a fool out of you  Collapsing Like houses of cards And landing On splinters and glass  Wish I could fake it like you do Wish I could fake it just like you  How can you stand there and deny it? How can you stand there and deny it?  Trust me now  Collapsing Like houses of cards And landing On splinters and glass  They crush your heart But spare your feet Like judging people You've yet to meet Well time is running fast Upon your reflection  Trust me now  How can you stand there Stand and deny it?,en
ML1940,MoodyLyrics4Q,The Things I Tell You,Biosphere,Ambient,,,,,relaxed,positive,Sorry to wake you I forgot to tell you something The things I tell you will not be wrong,en
ML1942,MoodyLyrics4Q,Hard Rock Hallelujah,Lordi,Hard Rock,,,,,happy,positive,"[Intro] Hard rock, hallelujah! Hard rock, hallelujah! Hard rock, hallelujah! Hard rock, hallelujah!  [Verse 1] The saints are crippled on this sinners night Lost are the lambs with no guiding light The walls come down like thunder, the rock's about to roll It's the arockalypse, now bare your soul  [Pre-Chorus] All we need is lightning with power and might Striking down the prophets of false As the moon is rising, give us the sign Now let us rise up in awe  [Chorus] Rock 'n roll angels bring then hard rock, hallelujah Demons and angels, all in one, have arrived Rock 'n roll angels bring then hard rock, hallelujah In God's creation, supernatural high  [Verse 2] The true believers, thou shall be saved Brothers and sisters, keep strong in the faith On the day of Rockoning it's who dares, wins You will see the jokers soon'll be the new kings  [Pre-Chorus] All we need is lightning with power and might Striking down the prophets of false As the moon is rising, give us the sign Now let us rise up in awe  [Chorus] Rock 'n roll angels bring then hard rock, hallelujah Demons and angels, all in one, have arrived Rock 'n roll angels bring then hard rock, hallelujah In God's creation, supernatural high  [Bridge] Wings on my back, I got horns on my head My fangs are sharp and my eyes are red Not quite an angel or the one that fell Now choose to join us or go straight to Hell  Hard rock, hallelujah! Hard rock, hallelujah! Hard rock, hallelujah! Hard rock, yeah!  [Chorus] Rock 'n roll angels bring then hard rock, hallelujah Demons and angels, all in one, have arrived Rock 'n roll angels bring then hard rock, hallelujah In God's creation, supernatural high  Rock 'n roll angels bring then hard rock, hallelujah Rock 'n roll angels bring then hard rock, hallelujah  [Outro] Hard rock, hallelujah! Hard rock, hallelujah!",en
ML1943,MoodyLyrics4Q,40 Day Dream,Edward Sharpe & the Magnetic Zeros,Folk,,,,,happy,positive,"I been sleepin' for 40 days and I know I'm sleeping 'cause this dream’s too amazin' She got gold doorknobs where her eyes used to be One turn and I learned what it really means to see  Ah, it’s the magical mystery kind Ah, must be a lie Bye-bye to the too good to be true kind of love Oh, I could die Oh, now I can die  I've been sleepin' for 60 days and Nobody better pinch me Bitch, I swear I’ll go crazy She got jumper cable lips She got sunset on her breath now I inhaled just a little bit Now I got no fear of death now  Ah, it’s the magical mystery kind Ah, must be a lie Bye-bye to the too good to be true kind of love Oh, I could die Oh, now I can die  Ohh Ahh Yeah Yeah Yeah Yeah  Ah, it’s the magical mystery kind Ah, must be a lie Bye-bye to the too good to be true kind of love Oh, I could die Oh, now I can die",en
ML1944,MoodyLyrics4Q,Sun Goes Down,David Jordan,,,,,,happy,positive,"[Chorus] Open your eyes 'cause another day is dawning Children of the night - can you hear them all calling? Skies open up and an angel starts falling Listen to their beats - can you hear them hollering?  Start in the morning, through to the evening Dance like you're the only one around Move like you want it Groove like you need it Dancing it up 'til the sun goes down  [Verse 1] Free your mind 'cause tonight we're gonna break it down Shake it, make it funky down Get so high as the toxins in your body Are the bass and the drums and the roar, roar, roar We're right on time, and all is fine If you've lost your senses, here have mine And lose yourself from the time you awake 'Til the evening time 'Til the sunshine breaks  [Chorus] Ah, come on! Open your eyes 'cause another day is dawning Children of the night - can you hear them all calling? Skies open up and an angel starts falling Listen to their beats - can you hear them hollering?  Start in the morning, through to the evening Dance like you're the only one around Move like you want it Groove like you need it Dancing it up 'til the sun goes down 'Til the sun goes down…  [Verse 2] Welcome all to the amazing, the hysteria Are ya feelin' what we bring to y'all? Peace and love And you're all getting low tonight (Tonight, tonight, tonight) Fire is burning on and there's children in the forest playing Just come forget this too Forget because the beast is hunting for its prey Yeah, yeah, yeah, no, no, yeah  [Bridge] 'Til the sun goes down 'Til the sun goes Sun goes down Sun goes down Sun goes down, sun goes down  [Chorus & Outro] Open your eyes 'cause another day is dawning Children of the night - can you hear them all calling? Skies open up and an angel starts falling Listen to their beats - can you hear them hollering?  Start in the morning, through to the evening Dance like you're the only one around Move like you want it Groove like you need it Dancing it up 'til the sun goes down 'Til the sun goes down…  Goes down Sun goes down Sun goes down Yeah! Ha!  Start in the morning, through to the evening Dance like you're the only one around Move like you want it Groove like you need it Dancing it up 'til the sun goes down  Yeah! Yeah! 'Til the sun goes down 'Til the sun goes down 'Til the sun goes down",en
ML1945,MoodyLyrics4Q,Ghost In this House,Shenandoah,,,,,,sad,negative,"[Verse 1] I don't pick up the mail, I don't pick up the phone I don't answer the door, I'd just as soon be alone I don't keep this place up, I just keep the lights down I don't live in these rooms, I just rattle around  [Chorus] I'm just a ghost in this house I'm just a shadow upon these walls As quietly as a mouse I haunt these halls I'm just a whisper of smoke I'm all that's left of two hearts on fire That once burned out of control and took my body and soul I'm just a ghost in this house  [Verse 2] I don't mind if it rains, I don't care if it's clear I don't mind staying in, there's another ghost here She sits down in your chair and she shines with your light And she lays down her head on your pillow at night  Chorus: I'm just a ghost in this house I'm just a shell of the man I was A living proof of the damage heartbreak does I'm just a whisper of smoke I'm all that's left of two hearts on fire That once burned out of control and took my body and soul I'm just a ghost in this house  [Chorus] I'm just a ghost in this house I'm just a shadow upon these walls As quietly as a mouse I haunt these halls I'm just a whisper of smoke I'm all that's left of two hearts on fire That once burned out of control and took my body and soul I'm just a ghost in this house  [Tag] Oh I'm just a ghost in this house",en
ML1946,MoodyLyrics4Q,Blueprints of hate,Dew-Scented,Thrash Metal,,,,,angry,negative,"Witness the blueprints of hate  Weeding out the hope forlorn Following a stronger will in vain Self indulgence  Agony forever more Forsaken spite, the final thrill Another blessing in disguise  Bastard nation I fucking have the need to hate Into despite, out of control  In-decision Mercenary venture blast In to despite control  Hypocrisy in-tolerance All ways go down Go down Come here to face me Displaying the anger The blueprints of hate  These are blueprints of hate I'm sworn to resist in a world full of lie These are blueprints of hate I'm sworn to resist in a world full of lie  World of lie So full of agony inside Releasing these blueprints of hate Full Of Lie",en
